pt	en	es	ar	ko	ja	zh	hi	id	ru
Dissolve a camada em blocos. A semente fixa garante o mesmo resultado ao voltar na timeline e ao exportar.	Dissolves the layer in blocks. The fixed seed guarantees the same result when scrubbing back on the timeline and when exporting.	Disuelve la capa en bloques. La semilla fija garantiza el mismo resultado al volver en la línea de tiempo y al exportar.	يُذيب الطبقة على شكل كتل. تضمن البذرة الثابتة النتيجة نفسها عند الرجوع في الخط الزمني وعند التصدير.	레이어를 블록 단위로 디졸브합니다. 고정 시드는 타임라인을 되돌릴 때와 내보낼 때 같은 결과를 보장합니다.	レイヤーをブロック状にディゾルブします。固定シードにより、タイムラインを戻しても書き出しても同じ結果になります。	以方块形式溶解图层。固定种子可确保在时间线上回退和导出时结果一致。	लेयर को ब्लॉक में डिज़ॉल्व करता है। स्थिर सीड टाइमलाइन में पीछे जाने और निर्यात करने पर एक जैसा परिणाम सुनिश्चित करता है।	Melarutkan lapisan dalam bentuk blok. Seed tetap menjamin hasil yang sama saat kembali di linimasa dan saat mengekspor.	Растворяет слой блоками. Фиксированное зерно гарантирует одинаковый результат при возврате по таймлайну и при экспорте.
Dissolver	Dissolve	Disolver	تلاشي	디졸브	ディゾルブ	溶解	डिज़ॉल्व	Dissolve	Растворение
Distancia	Distance	Distancia	المسافة	거리	距離	距离	दूरी	Jarak	Расстояние
Distancia de foco	Focus distance	Distancia de enfoque	مسافة التركيز	초점 거리	フォーカス距離	焦点距离	फ़ोकस दूरी	Jarak fokus	Дистанция фокуса
Distorcao	Distortion	Distorsión	التشويه	왜곡	ディストーション	扭曲	विकृति	Distorsi	Искажение
Distorce usando um campo de ruído por pixel. Quantidade desloca, tamanho define a escala; anime evolução para criar movimento orgânico.	Distorts using a per-pixel noise field. Amount displaces, size sets the scale; animate evolution to create organic motion.	Distorsiona usando un campo de ruido por píxel. Cantidad desplaza, tamaño define la escala; anima evolución para crear movimiento orgánico.	يشوّه باستخدام حقل ضوضاء لكل بكسل. الكمية تزيح، والحجم يحدد المقياس؛ حرّك التطوّر لإنشاء حركة عضوية.	픽셀 단위 노이즈 필드로 왜곡합니다. 양은 이동을, 크기는 배율을 정하며, 진화에 애니메이션을 주면 유기적인 움직임이 만들어집니다.	ピクセルごとのノイズフィールドで歪ませます。量で変位、サイズでスケールを決め、展開をアニメーションさせると有機的な動きになります。	使用逐像素噪声场进行扭曲。数量控制位移，大小设定尺度；为演化添加动画可创造有机的运动。	प्रति-पिक्सेल नॉइज़ फ़ील्ड से विकृत करता है। मात्रा खिसकाती है, आकार स्केल तय करता है; जैविक गति बनाने के लिए इवोल्यूशन को एनिमेट करें।	Mendistorsi menggunakan bidang noise per piksel. Jumlah menggeser, ukuran menentukan skala; animasikan evolusi untuk menciptakan gerakan organik.	Искажает с помощью попиксельного поля шума. Величина смещает, размер задаёт масштаб; анимируйте эволюцию для органичного движения.
Distorcer	Distort	Distorsionar	تشويه	왜곡	ディストーション	扭曲	विकृत करें	Distorsi	Искажение
Distort	Distort	Distorsionar	تشويه	왜곡	ディストーション	扭曲	विकृत करें	Distorsi	Искажение
Do centro	From center	Desde el centro	من المنتصف	가운데부터	中央から	从中心	केंद्र से	Dari tengah	От центра
Do fim	From end	Desde el final	من النهاية	끝에서부터	末尾から	从末尾	अंत से	Dari akhir	С конца
Do inicio	From start	Desde el inicio	من البداية	처음부터	先頭から	从开头	शुरुआत से	Dari awal	С начала
Dois nos	Two-node	Dos nodos	عقدتان	2노드	2ノード	双节点	दो नोड	Dua node	Двухузловая
Dolly	Dolly	Dolly	دولي	돌리	ドリー	推轨	डॉली	Dolly	Долли
Dolly zoom	Dolly zoom	Dolly zoom	زوم دولي	돌리 줌	ドリーズーム	推轨变焦	डॉली ज़ूम	Dolly zoom	Долли-зум
Dotted	Dotted	Punteado	منقّط	점선	点線	点线	बिंदीदार	Titik-titik	Пунктир
Draft	Draft	Borrador	مسودة	초안	ドラフト	草稿	ड्राफ़्ट	Draf	Черновик
Dupla	Double	Doble	مزدوج	이중	ダブル	双词	दोहरी	Ganda	Двойная
Ease In	Ease In	Ease In	تسهيل الدخول	이즈 인	イーズイン	缓入	ईज़ इन	Ease In	Плавный вход
Ease Out	Ease Out	Ease Out	تسهيل الخروج	이즈 아웃	イーズアウト	缓出	ईज़ आउट	Ease Out	Плавный выход
Echo	Echo	Eco	صدى	에코	エコー	回声	इको	Echo	Эхо
Edges	Edges	Bordes	الحواف	가장자리	エッジ	边缘	किनारे	Tepi	Края
Editar pontos	Edit points	Editar puntos	تعديل النقاط	점 편집	ポイントを編集	编辑点	बिंदु संपादित करें	Edit titik	Редактировать точки
Elastico	Elastic	Elástico	مرن	탄성	弾性	弹性	इलास्टिक	Elastis	Упругий
Elipse	Ellipse	Elipse	قطع ناقص	타원	楕円	椭圆	दीर्घवृत्त	Elips	Эллипс
Emergencia	Emergency	Emergencia	طوارئ	비상	緊急	紧急	आपातकालीन	Darurat	Аварийный
Emissivo neon	Neon emissive	Emisivo neón	نيون مضيء	네온 발광	ネオン発光	霓虹自发光	नियॉन एमिसिव	Emisif neon	Неоновое свечение
Empena	Gable	Hastial	جملون	박공	切妻	山墙	गेबल	Gewel	Фронтон
Empilhada	Stacked	Apilada	مكدّس	쌓기	積み重ね	堆叠	स्टैक्ड	Bertumpuk	Стопкой
Encolhe	Shrinks	Se encoge	يتقلّص	줄어듦	縮小	缩小	सिकुड़ता है	Mengecil	Сжимается
Encolher	Shrink	Encoger	تقليص	축소	縮小	收缩	सिकोड़ें	Kecilkan	Сжатие
Eneagono	Nonagon	Eneágono	تساعي الأضلاع	구각형	九角形	九边形	नवभुज	Nonagon	Девятиугольник
Enfase	Emphasis	Énfasis	تأكيد	강조	強調	强调	ज़ोर	Penekanan	Акцент
Engrenagem	Gear	Engranaje	ترس	톱니바퀴	歯車	齿轮	गियर	Roda gigi	Шестерёнка
Entra e sai	In and out	Entra y sale	دخول وخروج	들어오고 나감	入って出る	进入并退出	आए और जाए	Masuk dan keluar	Вход и выход
Entrada	In	Entrada	دخول	인	イン	入场	प्रवेश	Masuk	Вход
Entrar em cor	Color in	Entrar en color	دخول بالألوان	컬러 인	カラーイン	彩色入场	रंग में प्रवेश	Masuk berwarna	Цветной вход
Entrevista	Interview	Entrevista	مقابلة	인터뷰	インタビュー	访谈	इंटरव्यू	Wawancara	Интервью
Equilibrada	Balanced	Equilibrada	متوازنة	균형	バランス	均衡	संतुलित	Seimbang	Сбалансированный
Equilibrado	Balanced	Equilibrado	متوازن	균형	バランス	均衡	संतुलित	Seimbang	Сбалансированный
Erro / bug	Error / bug	Error / bug	خطأ / عطل	오류 / 버그	エラー / バグ	错误 / bug	त्रुटि / बग	Kesalahan / bug	Ошибка / баг
Escala pop	Pop scale	Escala pop	تكبير منبثق	팝 스케일	ポップスケール	弹跳缩放	पॉप स्केल	Skala pop	Поп-масштаб
Escala X	Scale X	Escala X	المقياس X	배율 X	スケールX	缩放X	स्केल X	Skala X	Масштаб X
Escala Y	Scale Y	Escala Y	المقياس Y	배율 Y	スケールY	缩放Y	स्केल Y	Skala Y	Масштаб Y
Escurecer	Darken	Oscurecer	تعتيم	어둡게	暗くする	变暗	गहरा करें	Gelapkan	Затемнение
Escuro no claro	Dark on light	Oscuro sobre claro	داكن على فاتح	밝은 배경에 어둡게	ライト上にダーク	亮底暗线	हल्के पर गहरा	Gelap di atas terang	Тёмное на светлом
Esfera	Sphere	Esfera	كرة	구	球	球体	गोला	Bola	Сфера
Esfera cromada	Chrome sphere	Esfera cromada	كرة كرومية	크롬 구	クロームの球	镀铬球体	क्रोम गोला	Bola krom	Хромированная сфера
